Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1991-01-02 00:00:00+05:30,15.045417705842596,15.690220832824707,15.045417705842596,15.690220832824707,0,0.0,0.0
1991-01-03 00:00:00+05:30,15.045417705842596,15.690220832824707,15.045417705842596,15.690220832824707,0,0.0,0.0
1991-01-04 00:00:00+05:30,15.690220832824707,15.690220832824707,15.690220832824707,15.690220832824707,0,0.0,0.0
1991-01-07 00:00:00+05:30,14.615548345725188,15.260352855269023,14.400614878361804,15.152885437011719,0,0.0,0.0
1991-01-08 00:00:00+05:30,15.152885437011717,15.152885437011717,15.152885437011717,15.152885437011719,0,0.0,0.0
1991-01-09 00:00:00+05:30,15.2603558427188,15.2603558427188,14.400617697504591,14.723018646240234,0,0.0,0.0
1991-01-10 00:00:00+05:30,14.723018646240234,14.723018646240234,14.723018646240234,14.723018646240234,0,0.0,0.0
1991-01-11 00:00:00+05:30,14.615551824981365,15.045421600341797,14.400618306452703,15.045421600341797,0,0.0,0.0
1991-01-14 00:00:00+05:30,14.830482967248896,14.830482967248896,14.40061466960251,14.615548133850098,0,0.0,0.0
1991-01-15 00:00:00+05:30,14.615548133850098,14.615548133850098,14.615548133850098,14.615548133850098,0,0.0,0.0
1991-01-16 00:00:00+05:30,14.615548133850098,14.615548133850098,14.615548133850098,14.615548133850098,0,0.0,0.0
1991-01-17 00:00:00+05:30,14.615548133850098,14.615548133850098,14.615548133850098,14.615548133850098,0,0.0,0.0
1991-01-18 00:00:00+05:30,14.615548133850098,14.615548133850098,14.615548133850098,14.615548133850098,0,0.0,0.0
1991-01-21 00:00:00+05:30,14.615548133850098,14.615548133850098,14.615548133850098,14.615548133850098,0,0.0,0.0
1991-01-22 00:00:00+05:30,14.615548133850098,14.615548133850098,14.615548133850098,14.615548133850098,0,0.0,0.0
1991-01-23 00:00:00+05:30,14.830483038166314,14.830483038166314,14.185679904037766,14.400614738464355,0,0.0,0.0
1991-01-24 00:00:00+05:30,14.185683250427248,14.185683250427248,13.97074836529772,14.185683250427246,0,0.0,0.0
1991-01-25 00:00:00+05:30,14.18567943868717,14.18567943868717,13.540876325710906,13.755809783935547,0,0.0,0.0
1991-01-28 00:00:00+05:30,13.755809783935547,13.755809783935547,13.755809783935547,13.755809783935547,0,0.0,0.0
1991-01-29 00:00:00+05:30,13.755809783935547,13.755809783935547,13.755809783935547,13.755809783935547,0,0.0,0.0
1991-01-30 00:00:00+05:30,13.755809783935547,13.755809783935547,13.755809783935547,13.755809783935547,0,0.0,0.0
1991-01-31 00:00:00+05:30,14.400615739066163,14.400615739066163,13.863278615663756,13.970746040344238,0,0.0,0.0
1991-02-01 00:00:00+05:30,13.97074836529772,14.185683250427248,13.863280922732956,14.185683250427246,0,0.0,0.0
1991-02-04 00:00:00+05:30,14.615548203739726,14.830483038166314,14.185679904037766,14.400614738464355,0,0.0,0.0
1991-02-05 00:00:00+05:30,14.615548203739726,14.615548203739726,14.185679904037766,14.400614738464355,0,0.0,0.0
1991-02-06 00:00:00+05:30,14.400614738464354,14.508080786526433,14.293145952099845,14.400614738464355,0,0.0,0.0
1991-02-07 00:00:00+05:30,13.755811190983275,13.970746040344238,13.648343766302794,13.970746040344238,0,0.0,0.0
1991-02-08 00:00:00+05:30,13.75581081658381,13.863278238339293,13.540877342224121,13.540877342224121,0,0.0,0.0
1991-02-11 00:00:00+05:30,13.325942534518152,13.325942534518152,12.788605424296993,13.111007690429688,0,0.0,0.0
1991-02-12 00:00:00+05:30,13.111007690429688,13.111007690429688,13.111007690429688,13.111007690429688,0,0.0,0.0
1991-02-13 00:00:00+05:30,12.681137333668458,12.896072166424968,12.358735084533691,12.358735084533691,0,0.0,0.0
1991-02-14 00:00:00+05:30,12.573671340942383,12.896073626581103,12.466205281547502,12.573671340942383,0,0.0,0.0
1991-02-15 00:00:00+05:30,12.788605460987812,12.89607288334037,12.2512697183763,12.681138038635254,0,0.0,0.0
1991-02-18 00:00:00+05:30,12.681138038635252,12.681138038635252,12.681138038635252,12.681138038635254,0,0.0,0.0
1991-02-19 00:00:00+05:30,14.185679836203713,15.045417800647693,14.185679836203713,14.615548133850098,0,0.0,0.0
1991-02-20 00:00:00+05:30,13.970748975495908,14.293149948120117,13.755814080978704,14.293149948120117,0,0.0,0.0
1991-02-21 00:00:00+05:30,14.723019094099525,14.723019094099525,14.185683250427248,14.185683250427246,0,0.0,0.0
1991-02-22 00:00:00+05:30,14.830487251281738,15.045422146768056,14.615552355795423,14.830487251281738,0,0.0,0.0
1991-02-25 00:00:00+05:30,14.830487251281738,14.830487251281738,14.830487251281738,14.830487251281738,0,0.0,0.0
1991-02-26 00:00:00+05:30,15.045421057440592,16.335027598684423,14.830486177516118,16.01262664794922,0,0.0,0.0
1991-02-27 00:00:00+05:30,16.33502622819618,16.657428521033744,15.69022301167245,16.54996109008789,0,0.0,0.0
1991-02-28 00:00:00+05:30,16.442492732439906,16.549958779228962,16.12009048461914,16.12009048461914,0,0.0,0.0
1991-03-01 00:00:00+05:30,16.12009048461914,16.12009048461914,16.12009048461914,16.12009048461914,0,0.0,0.0
1991-03-04 00:00:00+05:30,15.905155652738628,16.33502394734845,14.830482862487273,16.12009048461914,0,0.0,0.0
1991-03-05 00:00:00+05:30,15.905155587167256,16.335023880004883,15.905155587167256,16.335023880004883,0,0.0,0.0
1991-03-06 00:00:00+05:30,16.335023880004883,16.335023880004883,16.335023880004883,16.335023880004883,0,0.0,0.0
1991-03-07 00:00:00+05:30,15.045417705842596,15.690220832824707,15.045417705842596,15.690220832824707,0,0.0,0.0
1991-03-08 00:00:00+05:30,15.152887387428638,15.905158042907715,15.04541995533857,15.905158042907715,0,0.0,0.0
1991-03-11 00:00:00+05:30,15.475285767058372,15.690220595856667,15.260352307411257,15.58275318145752,0,0.0,0.0
1991-03-12 00:00:00+05:30,15.475285767058372,15.58275318145752,15.045417478612961,15.58275318145752,0,0.0,0.0
1991-03-13 00:00:00+05:30,15.367819721810404,15.690220595856667,15.260352307411257,15.58275318145752,0,0.0,0.0
1991-03-14 00:00:00+05:30,15.58275318145752,15.58275318145752,15.58275318145752,15.58275318145752,0,0.0,0.0
1991-03-15 00:00:00+05:30,15.260352307411257,15.905155424654962,15.260352307411257,15.58275318145752,0,0.0,0.0
1991-03-18 00:00:00+05:30,15.260355949401855,15.475289460344355,15.04542106930785,15.260355949401855,0,0.0,0.0
1991-03-19 00:00:00+05:30,15.260355949401855,15.260355949401855,15.260355949401855,15.260355949401855,0,0.0,0.0
1991-03-20 00:00:00+05:30,15.045421600341797,15.260356488022012,14.400618306452703,15.045421600341797,0,0.0,0.0
1991-03-21 00:00:00+05:30,14.615551824981365,15.152889044181904,14.615551824981365,15.045421600341797,0,0.0,0.0
1991-03-22 00:00:00+05:30,15.260357042254372,15.475290568589083,14.830487251281738,14.830487251281738,0,0.0,0.0
1991-03-25 00:00:00+05:30,14.83048671266158,15.045421600341797,14.615551824981365,15.045421600341797,0,0.0,0.0
1991-03-26 00:00:00+05:30,14.615553488116072,15.045423312392298,14.615553488116072,14.937955856323242,0,0.0,0.0
1991-03-27 00:00:00+05:30,14.830487251281738,15.260357042254372,14.830487251281738,14.830487251281738,0,0.0,0.0
1991-03-28 00:00:00+05:30,14.830487251281738,14.830487251281738,14.830487251281738,14.830487251281738,0,0.0,0.0
1991-03-29 00:00:00+05:30,14.830487251281738,14.830487251281738,14.830487251281738,14.830487251281738,0,0.0,0.0
1991-04-01 00:00:00+05:30,15.045420029777587,15.475288391113283,15.045420029777587,15.475288391113281,0,0.0,0.0
1991-04-02 00:00:00+05:30,15.690220820858118,16.12009048461914,15.690220820858118,16.12009048461914,0,0.0,0.0
1991-04-03 00:00:00+05:30,16.120090418161666,16.54995871099929,16.012623002664462,16.335023880004883,0,0.0,0.0
1991-04-04 00:00:00+05:30,15.905156335938324,16.442493438720703,15.905156335938324,16.442493438720703,0,0.0,0.0
1991-04-05 00:00:00+05:30,16.335025884167056,17.409698801840708,16.335025884167056,17.30223274230957,0,0.0,0.0
1991-04-08 00:00:00+05:30,18.054498636060448,18.37690083750292,17.8395638350988,18.269432067871094,0,0.0,0.0
1991-04-09 00:00:00+05:30,18.054498636060448,18.91423647075604,18.054498636060448,18.269432067871094,0,0.0,0.0
1991-04-10 00:00:00+05:30,18.269432067871094,18.269432067871094,18.269432067871094,18.269432067871094,0,0.0,0.0
1991-04-11 00:00:00+05:30,18.26943655602463,18.591838836669922,18.26943655602463,18.591838836669922,0,0.0,0.0
1991-04-12 00:00:00+05:30,19.236642837524414,19.773978587127278,19.12917541377358,19.236642837524414,0,0.0,0.0
1991-04-15 00:00:00+05:30,19.773974876751517,20.203844491094397,19.45157266599436,19.559040069580078,0,0.0,0.0
1991-04-16 00:00:00+05:30,19.773978587127278,19.773978587127278,18.699305718770248,19.236642837524414,0,0.0,0.0
1991-04-17 00:00:00+05:30,19.236642837524414,19.236642837524414,19.236642837524414,19.236642837524414,0,0.0,0.0
1991-04-18 00:00:00+05:30,18.914240341213052,19.451576084422207,18.59183807379679,19.129175186157227,0,0.0,0.0
1991-04-19 00:00:00+05:30,19.12918318348423,19.666519151337134,19.12918318348423,19.344118118286133,0,0.0,0.0
1991-04-22 00:00:00+05:30,19.344106631559683,19.666507473165797,19.129171824388244,19.559040069580078,0,0.0,0.0
1991-04-23 00:00:00+05:30,19.23665065088518,19.45158421653523,19.12918318348423,19.344118118286133,0,0.0,0.0
1991-04-24 00:00:00+05:30,19.344118118286133,19.559051683936183,19.12918318348423,19.344118118286133,0,0.0,0.0
1991-04-25 00:00:00+05:30,19.666519151337134,19.773986618738085,19.23665065088518,19.344118118286133,0,0.0,0.0
1991-04-26 00:00:00+05:30,19.559051683936183,19.666519151337134,19.23665065088518,19.344118118286133,0,0.0,0.0
1991-04-29 00:00:00+05:30,19.12918318348423,19.45158421653523,18.914248248682327,19.344118118286133,0,0.0,0.0
1991-04-30 00:00:00+05:30,19.129175186157227,19.3441100311014,19.02170776368514,19.129175186157227,0,0.0,0.0
1991-05-01 00:00:00+05:30,19.129175186157227,19.129175186157227,19.129175186157227,19.129175186157227,0,0.0,0.0
1991-05-02 00:00:00+05:30,19.129175186157227,19.129175186157227,19.129175186157227,19.129175186157227,0,0.0,0.0
1991-05-03 00:00:00+05:30,19.988910675048828,20.52624635046952,19.881443266134468,19.988910675048828,0,0.0,0.0
1991-05-06 00:00:00+05:30,19.881451774580142,19.988919229486164,19.34411586920173,19.451581954956055,0,0.0,0.0
1991-05-07 00:00:00+05:30,19.236648414295708,19.6665168647681,19.129180959389686,19.451581954956055,0,0.0,0.0
1991-05-08 00:00:00+05:30,19.988909683922955,19.988909683922955,19.559040069580078,19.559040069580078,0,0.0,0.0
1991-05-09 00:00:00+05:30,19.451581954956055,19.559049409862077,19.34411586920173,19.451581954956055,0,0.0,0.0
1991-05-10 00:00:00+05:30,19.66650986301805,19.988912112953166,19.66650986301805,19.773977279663086,0,0.0,0.0
1991-05-13 00:00:00+05:30,19.773974876751517,20.096377087508674,19.559040069580078,19.559040069580078,0,0.0,0.0
1991-05-14 00:00:00+05:30,19.559044109859446,19.66651153564453,19.344110627440596,19.66651153564453,0,0.0,0.0
1991-05-15 00:00:00+05:30,19.66651153564453,19.66651153564453,19.66651153564453,19.66651153564453,0,0.0,0.0
1991-05-16 00:00:00+05:30,19.559049409862077,19.6665168647681,19.34411586920173,19.451581954956055,0,0.0,0.0
1991-05-17 00:00:00+05:30,19.559049409862077,19.77398431967412,19.451581954956055,19.451581954956055,0,0.0,0.0
1991-05-20 00:00:00+05:30,19.34411586920173,19.559049409862077,19.236648414295708,19.451581954956055,0,0.0,0.0
1991-05-21 00:00:00+05:30,19.45157502972797,19.881444696308126,19.45157502972797,19.773977279663086,0,0.0,0.0
1991-05-22 00:00:00+05:30,19.773977279663086,19.773977279663086,19.773977279663086,19.773977279663086,0,0.0,0.0
1991-05-23 00:00:00+05:30,19.34411586920173,19.6665168647681,19.34411586920173,19.451581954956055,0,0.0,0.0
1991-05-24 00:00:00+05:30,19.451581954956055,19.451581954956055,19.451581954956055,19.451581954956055,0,0.0,0.0
1991-05-27 00:00:00+05:30,19.344118118286133,19.559051683936183,19.23665065088518,19.344118118286133,0,0.0,0.0
1991-05-28 00:00:00+05:30,19.344118118286133,19.344118118286133,19.344118118286133,19.344118118286133,0,0.0,0.0
1991-05-29 00:00:00+05:30,19.344118118286133,19.344118118286133,19.344118118286133,19.344118118286133,0,0.0,0.0
1991-05-30 00:00:00+05:30,19.55904373962561,19.55904373962561,19.12917541377358,19.236642837524414,0,0.0,0.0
1991-05-31 00:00:00+05:30,19.021704420802525,20.63371273628623,18.914237017216806,19.559040069580078,0,0.0,0.0
1991-06-03 00:00:00+05:30,19.45158421653523,19.559051683936183,19.23665065088518,19.344118118286133,0,0.0,0.0
1991-06-04 00:00:00+05:30,19.23665065088518,19.559051683936183,19.23665065088518,19.344118118286133,0,0.0,0.0
1991-06-05 00:00:00+05:30,19.344110261275244,19.666511163376445,19.021707990022747,19.236642837524414,0,0.0,0.0
1991-06-06 00:00:00+05:30,19.666510929366382,19.666510929366382,19.129175186157227,19.129175186157227,0,0.0,0.0
1991-06-07 00:00:00+05:30,19.3441100311014,19.451576084422207,18.914240341213052,19.129175186157227,0,0.0,0.0
1991-06-10 00:00:00+05:30,19.129175186157227,19.129175186157227,19.129175186157227,19.129175186157227,0,0.0,0.0
1991-06-11 00:00:00+05:30,19.45158421653523,19.559051683936183,19.12918318348423,19.344118118286133,0,0.0,0.0
1991-06-12 00:00:00+05:30,19.559044109859446,19.66651153564453,19.344110627440596,19.66651153564453,0,0.0,0.0
1991-06-13 00:00:00+05:30,19.666519151337134,19.88145408613904,19.12918318348423,19.344118118286133,0,0.0,0.0
1991-06-14 00:00:00+05:30,19.344118118286133,19.344118118286133,19.344118118286133,19.344118118286133,0,0.0,0.0
1991-06-17 00:00:00+05:30,19.988913812999794,19.988913812999794,19.559044109859446,19.66651153564453,0,0.0,0.0
1991-06-18 00:00:00+05:30,19.988915145008356,20.41878487679409,19.666512846169052,20.311317443847656,0,0.0,0.0
1991-06-19 00:00:00+05:30,20.20385001090122,20.63371837353554,20.096382577954788,20.311317443847656,0,0.0,0.0
1991-06-20 00:00:00+05:30,20.633715146361272,21.27851964319054,20.633715146361272,20.848649978637695,0,0.0,0.0
1991-06-21 00:00:00+05:30,20.848649978637695,20.848649978637695,20.848649978637695,20.848649978637695,0,0.0,0.0
1991-06-24 00:00:00+05:30,21.278519743542432,21.385985791036262,19.66650986301805,19.773977279663086,0,0.0,0.0
1991-06-25 00:00:00+05:30,19.55904684441132,20.096384048461914,19.55904684441132,20.096384048461914,0,0.0,0.0
1991-06-26 00:00:00+05:30,19.881445774310556,20.31131546419891,18.699305496268877,19.129175186157227,0,0.0,0.0
1991-06-27 00:00:00+05:30,19.129176843785675,20.20384979248047,18.914241980216435,20.20384979248047,0,0.0,0.0
1991-06-28 00:00:00+05:30,20.418789049110252,20.6337225897706,19.236648414295708,19.451581954956055,0,0.0,0.0
