Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,RSI
1991-01-29 00:00:00+05:30,13.755809783935549,13.755809783935549,13.755809783935549,13.755809783935549,0.0,0.0,0.0,14.701522827148438,20.00000000000003
1991-01-30 00:00:00+05:30,13.755809783935549,13.755809783935549,13.755809783935549,13.755809783935549,0.0,0.0,0.0,14.60480227470398,20.00000000000003
1991-01-31 00:00:00+05:30,14.400615739066165,14.400615739066165,13.863278615663756,13.970746040344238,0.0,0.0,0.0,14.518828535079956,14.285768616655375
1991-02-01 00:00:00+05:30,13.97074836529772,14.185683250427248,13.863280922732956,14.185683250427246,0.0,0.0,0.0,14.443601655960084,33.33355518481703
1991-02-04 00:00:00+05:30,14.615548203739726,14.830483038166314,14.185679904037766,14.400614738464355,0.0,0.0,0.0,14.405988121032715,42.85718813307064
1991-02-05 00:00:00+05:30,14.615548203739726,14.615548203739726,14.185679904037766,14.400614738464355,0.0,0.0,0.0,14.368374586105347,42.85718813307064
1991-02-06 00:00:00+05:30,14.400614738464354,14.508080786526431,14.293145952099843,14.400614738464355,0.0,0.0,0.0,14.352254390716553,42.85718813307064
1991-02-07 00:00:00+05:30,13.755811190983277,13.970746040344238,13.648343766302794,13.970746040344238,0.0,0.0,0.0,14.314640760421753,33.33338263380885
1991-02-08 00:00:00+05:30,13.75581081658381,13.863278238339293,13.54087734222412,13.54087734222412,0.0,0.0,0.0,14.23941354751587,27.2727749434478
1991-02-11 00:00:00+05:30,13.325942534518152,13.325942534518152,12.788605424296993,13.111007690429688,0.0,0.0,0.0,14.16418652534485,23.076959833494797
1991-02-12 00:00:00+05:30,13.111007690429688,13.111007690429688,13.111007690429688,13.111007690429688,0.0,0.0,0.0,14.088959503173829,25.000027731507217
1991-02-13 00:00:00+05:30,12.681137333668458,12.896072166424968,12.358735084533691,12.358735084533691,0.0,0.0,0.0,13.976118850708009,20.68964989650995
1991-02-14 00:00:00+05:30,12.573671340942385,12.896073626581105,12.466205281547502,12.573671340942385,0.0,0.0,0.0,13.874025011062622,29.62968805976527
1991-02-15 00:00:00+05:30,12.788605460987812,12.89607288334037,12.2512697183763,12.681138038635254,0.0,0.0,0.0,13.77730450630188,32.142896759281385
1991-02-18 00:00:00+05:30,12.681138038635252,12.681138038635252,12.681138038635252,12.681138038635254,0.0,0.0,0.0,13.680584001541138,32.142896759281385
1991-02-19 00:00:00+05:30,14.185679836203713,15.045417800647693,14.185679836203713,14.615548133850098,0.0,0.0,0.0,13.680584001541138,58.695648399491226
1991-02-20 00:00:00+05:30,13.970748975495908,14.293149948120115,13.755814080978704,14.293149948120115,0.0,0.0,0.0,13.675210762023926,53.19151145655043
1991-02-21 00:00:00+05:30,14.723019094099524,14.723019094099524,14.185683250427248,14.185683250427246,0.0,0.0,0.0,13.675210762023926,50.0
